MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,TotalPorch,TotalBath,HouseAge,RemodAge,WasRemodeled,IsNew,QualxArea,QualxTotalSF,GarageScore,BsmtScore,HasPool,HasGarage,HasFireplace,Has2ndFloor,HasPorch,LivAreaRatio,BsmtFinRatio,GarageRatio
4.110873864173311,1.3862943611198906,4.189654742026425,9.042040056544483,0.6931471805599453,1,1.3862943611198906,1.3862943611198906,0.0,1.6094379124341003,1.0986122886681098,5,1.0986122886681098,1.0986122886681098,0.0,5,7,5,2003,2003,0.6931471805599453,0.6931471805599453,12,13,1,5.2832037287379885,1.6094379124341003,1.3862943611198906,2,1.6094379124341003,1.3862943611198906,0.6931471805599453,6,6.561030665896573,0.6931471805599453,0.0,5.017279836814924,6.75343791859778,0.6931471805599453,5,0.6931471805599453,1.6094379124341003,6.75343791859778,6.75110146893676,0.0,7.444833273892193,1.0,0.0,2,1,3,0.6931471805599453,4,2.1972245773362196,2.0794415416798357,0,0,1,7.602900462204755,2,2.0,548.0,1.3862943611198906,1.3862943611198906,1.0986122886681098,0.0,4.127134385045092,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.6931471805599453,0.0,2,2008,2.1972245773362196,1.6094379124341003,7.8504931808711405,4.127134385045092,3.5,5,5,0,0.0,9.39024233725137,9.796069365768835,1644.0,8.138856750696325,0.0,0.6931471805599453,0,1,0.6931471805599453,0.5105139273557682,0.823803967327888,0.21347876899104012
3.044522437723423,1.3862943611198906,4.394449154672439,9.169622538697624,0.6931471805599453,1,1.3862943611198906,1.3862943611198906,0.0,1.0986122886681098,1.0986122886681098,24,0.6931471805599453,1.0986122886681098,0.0,2,6,8,1976,1976,0.6931471805599453,0.6931471805599453,8,8,2,0.0,1.3862943611198906,1.3862943611198906,1,1.6094379124341003,1.3862943611198906,1.6094379124341003,5,6.88653164253051,0.6931471805599453,0.0,5.652489180268651,7.141245122350491,0.6931471805599453,5,0.6931471805599453,1.6094379124341003,7.141245122350491,0.0,0.0,7.141245122350491,0.0,0.6931471805599453,2,0,3,0.6931471805599453,3,1.9459101490553132,2.0794415416798357,1,3,1,7.589335823170617,2,2.0,460.0,1.3862943611198906,1.3862943611198906,1.0986122886681098,5.700443573390687,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.6931471805599453,0.0,5,2007,2.1972245773362196,1.6094379124341003,7.83399634170946,5.700443573390687,2.5,31,31,0,0.0,8.932344569113823,9.625425723461337,1380.0,8.526945482858915,0.0,0.6931471805599453,1,0,0.6931471805599453,0.4053330861923346,0.7743467933491687,0.18217821782178217
4.110873864173311,1.3862943611198906,4.23410650459726,9.328212292571072,0.6931471805599453,1,1.0986122886681098,1.3862943611198906,0.0,1.6094379124341003,1.0986122886681098,5,1.0986122886681098,1.0986122886681098,0.0,5,7,5,2001,2002,0.6931471805599453,0.6931471805599453,12,13,1,5.093750200806762,1.6094379124341003,1.3862943611198906,2,1.6094379124341003,1.3862943611198906,1.0986122886681098,6,6.18826412308259,0.6931471805599453,0.0,6.075346031088684,6.825460036255307,0.6931471805599453,5,0.6931471805599453,1.6094379124341003,6.825460036255307,6.7650389767805414,0.0,7.488293515159428,1.0,0.0,2,1,3,0.6931471805599453,4,1.9459101490553132,2.0794415416798357,1,3,1,7.601901959875166,2,2.0,608.0,1.3862943611198906,1.3862943611198906,1.0986122886681098,0.0,3.7612001156935624,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.6931471805599453,0.0,9,2008,2.1972245773362196,1.6094379124341003,7.903596289614301,3.7612001156935624,3.5,7,6,1,0.0,9.433723894495,9.849189749128278,1824.0,8.210939733379021,0.0,0.6931471805599453,1,1,0.6931471805599453,0.5066796194558587,0.5276872964169381,0.2246028814185445
4.2626798770413155,1.3862943611198906,4.110873864173311,9.164401140034737,0.6931471805599453,1,1.0986122886681098,1.3862943611198906,0.0,0.0,1.0986122886681098,6,1.0986122886681098,1.0986122886681098,0.0,5,7,5,1915,1970,0.6931471805599453,0.6931471805599453,13,15,2,0.0,1.3862943611198906,1.3862943611198906,0,1.3862943611198906,1.6094379124341003,0.6931471805599453,5,5.37989735354046,0.6931471805599453,0.0,6.293419278846481,6.6293632534374485,0.6931471805599453,4,0.6931471805599453,1.6094379124341003,6.8690144506657065,6.6293632534374485,0.0,7.4489161025442,1.0,0.0,1,0,3,0.6931471805599453,4,2.0794415416798357,2.0794415416798357,1,4,5,7.6004023345004,1,3.0,642.0,1.3862943611198906,1.3862943611198906,1.0986122886681098,0.0,3.58351893845611,5.60947179518496,0.0,0.0,0.0,0.0,1.6094379124341003,0.6931471805599453,0.0,2,2006,2.1972245773362196,0.0,7.813591552952433,5.730099782973574,2.0,91,36,1,0.0,9.394327208089198,9.759155181646207,1926.0,7.727094484779841,0.0,0.6931471805599453,1,1,0.6931471805599453,0.5271030949726383,0.285336856010568,0.25949878738884397
4.110873864173311,1.3862943611198906,4.442651256490317,9.565283817736766,0.6931471805599453,1,1.0986122886681098,1.3862943611198906,0.0,1.0986122886681098,1.0986122886681098,15,1.0986122886681098,1.0986122886681098,0.0,5,8,5,2000,2000,0.6931471805599453,0.6931471805599453,12,13,1,5.860786223465865,1.6094379124341003,1.3862943611198906,2,1.6094379124341003,1.3862943611198906,1.3862943611198906,6,6.486160788944089,0.6931471805599453,0.0,6.19644412779452,7.044032897274685,0.6931471805599453,5,0.6931471805599453,1.6094379124341003,7.044032897274685,6.960347729101308,0.0,7.695757990554761,1.0,0.0,2,1,4,0.6931471805599453,4,2.302585092994046,2.0794415416798357,1,3,1,7.601402334583733,2,3.0,836.0,1.3862943611198906,1.3862943611198906,1.0986122886681098,5.262690188904886,4.442651256490317,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.6931471805599453,0.0,12,2008,2.1972245773362196,1.6094379124341003,8.114922974204593,5.6240175061873385,3.5,8,8,0,0.0,9.774801544908083,10.19410281896535,2508.0,8.429672593886743,0.0,0.6931471805599453,1,1,0.6931471805599453,0.5051877512183315,0.5715532286212914,0.25
3.9318256327243257,1.3862943611198906,4.454347296253507,9.55506418479516,0.6931471805599453,1,1.0986122886681098,1.3862943611198906,0.0,1.6094379124341003,1.0986122886681098,11,1.0986122886681098,1.0986122886681098,0.0,0,5,5,1993,1995,0.6931471805599453,0.6931471805599453,12,13,2,0.0,1.3862943611198906,1.3862943611198906,5,1.6094379124341003,1.3862943611198906,0.6931471805599453,6,6.597145701886651,0.6931471805599453,0.0,4.174387269895637,6.680854678790215,0.6931471805599453,5,0.6931471805599453,1.6094379124341003,6.680854678790215,6.340359303727752,0.0,7.217443431696533,1.0,0.0,1,1,1,0.6931471805599453,3,1.791759469228055,2.0794415416798357,0,0,1,7.597897950521784,1,2.0,480.0,1.3862943611198906,1.3862943611198906,1.0986122886681098,3.713572066704308,3.4339872044851463,0.0,5.771441123130016,0.0,0.0,0.0,1.0986122886681098,1.3862943611198906,6.55250788703459,10,2009,2.1972245773362196,1.6094379124341003,7.677400430514807,5.968707559985366,2.5,16,14,1,0.0,8.826294231241318,9.286467732363734,1440.0,8.066207568006265,0.0,0.6931471805599453,0,1,0.6931471805599453,0.4890998886402451,0.918444165621079,0.222325150532654
3.044522437723423,1.3862943611198906,4.330733340286331,9.218804450388312,0.6931471805599453,1,1.3862943611198906,1.3862943611198906,0.0,1.6094379124341003,1.0986122886681098,21,1.0986122886681098,1.0986122886681098,0.0,2,8,5,2004,2005,0.6931471805599453,0.6931471805599453,12,13,3,5.231108616854587,1.6094379124341003,1.3862943611198906,2,1.791759469228055,1.3862943611198906,1.3862943611198906,6,7.222566018822171,0.6931471805599453,0.0,5.762051382780177,7.430707082545968,0.6931471805599453,5,0.6931471805599453,1.6094379124341003,7.43543801981455,0.0,0.0,7.43543801981455,1.0,0.0,2,0,3,0.6931471805599453,4,2.0794415416798357,2.0794415416798357,1,4,1,7.60339933974067,2,2.0,636.0,1.3862943611198906,1.3862943611198906,1.0986122886681098,5.545177444479562,4.060443010546419,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.6931471805599453,0.0,8,2007,2.1972245773362196,1.6094379124341003,8.125926802707886,5.746203190540153,3.0,3,2,1,0.0,9.514363204016016,10.205109511721595,1908.0,9.039670667922676,0.0,0.6931471805599453,1,0,0.6931471805599453,0.40615500120210213,0.8114997036158862,0.1881100266193434
4.110873864173311,1.3862943611198906,4.394449154672439,9.247925132303454,0.6931471805599453,1,1.0986122886681098,1.3862943611198906,0.0,0.0,1.0986122886681098,14,1.6094379124341003,1.0986122886681098,0.0,5,7,6,1973,1973,0.6931471805599453,0.6931471805599453,6,6,3,5.484796933490655,1.3862943611198906,1.3862943611198906,1,1.6094379124341003,1.3862943611198906,1.0986122886681098,5,6.756932389247553,1.6094379124341003,3.4965075614664802,5.37989735354046,7.010311867307229,0.6931471805599453,5,0.6931471805599453,1.6094379124341003,7.010311867307229,6.891625897052253,0.0,7.645397699428633,1.0,0.0,2,1,3,0.6931471805599453,3,2.0794415416798357,2.0794415416798357,2,3,1,7.587817219993427,2,2.0,484.0,1.3862943611198906,1.3862943611198906,1.0986122886681098,5.4638318050256105,5.3230099791384085,5.43372200355424,0.0,0.0,0.0,0.0,1.6094379124341003,1.3862943611198906,5.860786223465865,11,2009,2.1972245773362196,1.6094379124341003,8.0702808933939,6.504288173536645,3.5,36,36,0,0.0,9.590897844378162,10.015922981865916,1452.0,8.395929103923198,0.0,0.6931471805599453,1,1,0.6931471805599453,0.5029144881376226,0.7752707581227437,0.15134459036898062
3.9318256327243257,1.6094379124341003,3.9512437185814275,8.71948076085107,0.6931471805599453,1,1.3862943611198906,1.3862943611198906,0.0,1.6094379124341003,1.0986122886681098,17,0.0,1.0986122886681098,0.0,0,7,5,1931,1950,0.6931471805599453,0.6931471805599453,3,15,2,0.0,1.3862943611198906,1.3862943611198906,0,1.3862943611198906,1.3862943611198906,0.6931471805599453,1,0.0,0.6931471805599453,0.0,6.859614903654202,6.859614903654202,0.6931471805599453,4,0.6931471805599453,0.6931471805599453,6.930494765951626,6.6240652277998935,0.0,7.4815557019095165,0.0,0.0,2,0,2,1.0986122886681098,3,2.1972245773362196,1.9459101490553132,2,3,5,7.566311014772463,1,2.0,468.0,1.0986122886681098,1.3862943611198906,1.0986122886681098,4.51085950651685,0.0,5.327876168789581,0.0,0.0,0.0,0.0,1.6094379124341003,0.6931471805599453,0.0,4,2008,2.1972245773362196,0.0,7.910957382845589,5.69035945432406,2.0,77,58,1,0.0,9.426982836948033,9.856553165346915,936.0,7.957527402230773,0.0,0.6931471805599453,1,1,0.6931471805599453,0.5010974904473442,0.0,0.1716171617161716
5.25227342804663,1.3862943611198906,3.9318256327243257,8.912069097970134,0.6931471805599453,1,1.3862943611198906,1.3862943611198906,0.0,0.0,1.0986122886681098,3,0.0,0.0,0.6931471805599453,1,5,6,1939,1950,0.6931471805599453,0.6931471805599453,8,8,2,0.0,1.3862943611198906,1.3862943611198906,0,1.3862943611198906,1.3862943611198906,0.6931471805599453,6,6.747586526829315,0.6931471805599453,0.0,4.948759890378168,6.899723107284872,0.6931471805599453,5,0.6931471805599453,1.6094379124341003,6.982862751468942,0.0,0.0,6.982862751468942,1.0,0.0,1,0,2,1.0986122886681098,3,1.791759469228055,2.0794415416798357,2,3,1,7.570443252057374,2,1.0,205.0,1.6094379124341003,1.3862943611198906,1.0986122886681098,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.6931471805599453,0.0,1,2008,2.1972245773362196,1.6094379124341003,7.634820677745543,1.6094379124341003,2.0,69,58,1,0.0,8.591558273371545,9.243871855184976,820.0,7.9976631270201,0.0,0.6931471805599453,1,0,0.6931471805599453,0.41906640587268007,0.8578629032258065,0.09908168197196714
