Id,SalePrice
1461,124412.31288763849
1462,157975.77072056785
1463,186655.9494491645
1464,192484.23699473322
1465,187596.51742359254
1466,176635.39898816653
1467,173025.5131243692
1468,169631.3991117578
1469,180598.12276827765
1470,125405.34750841415
1471,201338.08254545342
1472,94822.00347383408
1473,97660.24955064317
1474,151581.02190991337
1475,127320.13452270927
1476,377297.11754092685
1477,246480.9589676733
1478,304175.6288261979
1479,266260.0416604326
1480,457819.4311176373
1481,314079.4229264937
1482,203222.55423384326
1483,172450.20427614896
1484,167466.37805935764
1485,177666.02122293925
1486,191944.66011192268
1487,344289.8141090339
1488,230926.1815032806
1489,203804.50138820056
1490,214657.15659952944
1491,189396.92062370072
1492,99253.66359916396
1493,182442.3965608049
1494,297181.06376120384
1495,287760.6996287243
1496,240535.07452695884
1497,182194.5094536934
1498,158753.4922111505
1499,154977.10586007131
1500,154044.10001632283
1501,178061.00944624087
1502,155701.2421057958
1503,295453.613462617
1504,228781.01976940988
1505,227173.27774530326
1506,175364.81500613366
1507,229800.76020579072
1508,200243.18896755402
1509,160516.63205566883
1510,143059.985394629
1511,142509.9994974234
1512,171421.71056834015
1513,142130.0938573683
1514,151170.46488776023
1515,179670.04956335283
1516,161994.16595850827
1517,156337.00947407086
1518,129033.74320251316
1519,217214.24300447034
1520,136134.48991644356
1521,137059.7336644853
1522,166291.82292556606
1523,111482.0605950449
1524,121003.30899966645
1525,121702.60779073434
1526,119641.24334398416
1527,100673.86637661218
1528,127011.14750382656
1529,149219.28524487556
1530,169062.06625133782
1531,100042.69371886521
1532,93652.69893270204
1533,147288.09903008846
1534,113847.76475122095
1535,157841.01665280186
1536,112752.33009473632
1537,66566.37325261427
1538,172135.59130446461
1539,212454.9931120575
1540,88720.85482316594
1541,141505.70042848925
1542,138879.92433302663
1543,225564.2219516611
1544,78803.16591885297
1545,105101.25126081929
1546,122399.18012648007
1547,139563.90877521547
1548,134387.00382889545
1549,119577.73970874742
1550,144127.09771877105
1551,105783.01129717137
1552,119191.33410141656
1553,157048.9462691282
1554,115250.7599370835
1555,168183.13512748043
1556,82118.32242880923
1557,103640.1390343337
1558,86269.65105187906
1559,79501.03228701411
1560,130400.7943402246
1561,139999.144030786
1562,125946.87827296066
1563,121457.60437170167
1564,153913.78338607535
1565,147145.33986330908
1566,226215.1056748365
1567,74357.13989698379
1568,225419.59705166498
1569,142820.87211933843
1570,136130.76395668404
1571,122934.18440965941
1572,148516.9722082722
1573,241233.9139385101
1574,107478.97009035348
1575,215796.2447363393
1576,247819.1078542912
1577,198028.94215985714
1578,148220.4628629587
1579,146996.91495328324
1580,187299.63540237275
1581,152820.64796697308
1582,131941.2278786499
1583,313235.8266214371
1584,231408.17769727026
1585,141875.99892019402
1586,68002.78539885391
1587,95281.01116666019
1588,150513.47715921846
1589,87506.14867735277
1590,137874.16649027602
1591,100786.45667432279
1592,113486.70680786711
1593,126105.8053481013
1594,128972.98850228223
1595,107501.90370400574
1596,230496.16834908695
1597,179663.65983782944
1598,191684.28077437123
1599,180242.07275002112
1600,179360.15599958555
1601,66991.72086281136
1602,105025.00516573981
1603,78165.18089164846
1604,269684.7677785896
1605,239452.09533582116
1606,168567.5038751595
1607,156222.28588540628
1608,219695.7036721511
1609,196267.13120687322
1610,155995.89912883102
1611,139653.35378528357
1612,162551.23112753875
1613,160844.13001288992
1614,118151.99979956329
1615,81750.3547299724
1616,69492.97247074368
1617,89083.63645145827
1618,125961.50204748684
1619,143314.9173855594
1620,145303.04409064358
1621,134844.1764259926
1622,131026.4960329891
1623,281089.60559472
1624,205145.31783935416
1625,123921.67196878222
1626,158504.94984930247
1627,186891.53121933932
1628,276755.1747347066
1629,176545.42844182154
1630,356813.72991784534
1631,212040.08070134342
1632,243247.47559346975
1633,171897.440763361
1634,184576.25112601146
1635,182852.10817902736
1636,155369.53316495873
1637,181550.76329445146
1638,196615.13548907646
1639,173299.05070586374
1640,260297.18662193092
1641,173588.12873636914
1642,220353.9411432245
1643,219149.75922065182
1644,222269.13923444907
1645,189326.55229529183
1646,156094.7528697532
1647,159949.81319304803
1648,130106.34771166548
1649,137117.78802295213
1650,110070.82270019467
1651,120678.02633596209
1652,95813.10807645741
1653,95829.32223983823
1654,153811.85311419575
1655,149848.08830196856
1656,147372.15321790555
1657,151837.1606008135
1658,148979.38692481097
1659,137365.8162069219
1660,153999.07061189006
1661,486754.98145706276
1662,406496.9979687276
1663,394799.65033527237
1664,451475.8129396228
1665,315787.51232092304
1666,321659.6516255228
1667,360884.5502993468
1668,346948.61743383727
1669,310595.87608456746
1670,348266.3355047077
1671,270539.113514603
1672,471236.0251509866
1673,297632.0526290233
1674,246448.79943432682
1675,185546.38697738585
1676,186776.61429541634
1677,212957.2803653218
1678,416682.48182080366
1679,393667.1352782937
1680,331152.08287049195
1681,256097.81473590952
1682,296045.1230847204
1683,178881.83015754508
1684,167928.0311654775
1685,174824.54970281434
1686,170525.45956852034
1687,165600.40205168005
1688,182335.72549991944
1689,187676.65132771793
1690,188972.1406367161
1691,178240.83887336362
1692,272064.81971116224
1693,167593.40226295235
1694,182308.0094179718
1695,165606.26644220957
1696,272710.3454421555
1697,169215.9880321092
1698,366438.2689249061
1699,323500.2223688051
1700,252053.8756346645
1701,261982.75758902685
1702,256296.98092699965
1703,259267.05745345796
1704,293273.283401697
1705,221586.58124819695
1706,458581.0167198698
1707,218347.86490424367
1708,213176.06792367846
1709,283896.5850116538
1710,219566.0250128818
1711,251069.75266115597
1712,260517.83576082397
1713,266734.7228240276
1714,223798.52315800547
1715,203426.91668506537
1716,196749.39086766503
1717,173401.17282972534
1718,137176.75972292322
1719,200807.2866723405
1720,248194.85278402656
1721,172043.90631408023
1722,124064.17486528604
1723,152080.2560804777
1724,221847.63323393112
1725,236965.35746102288
1726,187423.75359603192
1727,165690.67931222354
1728,180587.96580409454
1729,165611.65584296596
1730,159495.72422382154
1731,120660.13882537844
1732,135016.01572106304
1733,115950.88702847317
1734,119267.80835687727
1735,136752.56132854937
1736,119440.22403656479
