Id,SalePrice
1461,117678.0409472054
1462,152640.48350942976
1463,169406.34196344743
1464,195508.19356245012
1465,182353.48151830258
1466,171624.27039126545
1467,180719.6906319552
1468,165368.5998392734
1469,195635.5504862263
1470,116520.12077923899
1471,189621.5580464413
1472,106355.97044274503
1473,99743.76355485976
1474,151908.46726174446
1475,119469.48102824649
1476,332293.3046438366
1477,228990.08676148648
1478,294888.1940186481
1479,282656.1968931486
1480,454096.50255144923
1481,313868.22978414176
1482,206247.9490534249
1483,171725.61649716235
1484,169091.9753406756
1485,204166.55530947374
1486,200348.0861991147
1487,310556.9098521307
1488,230423.10547215297
1489,181019.64607695444
1490,231254.57817423044
1491,195719.63635513542
1492,97694.04655857591
1493,192520.7911325184
1494,281988.6419857391
1495,278204.11260631145
1496,223159.52202460697
1497,171054.37888563986
1498,169046.4993511523
1499,170275.85522668908
1500,162696.00353233394
1501,166685.52582451687
1502,155476.77519322676
1503,283630.2587012867
1504,248341.95536471743
1505,227632.58862942582
1506,191044.33617678742
1507,243311.44418358867
1508,195102.20662792242
1509,155651.33504092853
1510,135421.0280853099
1511,145478.37469579017
1512,168936.26606874898
1513,148966.15184510284
1514,136048.32933028782
1515,184561.76491993148
1516,157715.18466912356
1517,165636.96669618724
1518,135235.75742692867
1519,205996.84897017272
1520,120569.60889777298
1521,115816.58248966017
1522,178846.04185333804
1523,103532.22219515001
1524,115068.90827365259
1525,112545.91298577332
1526,99025.30982529379
1527,104738.5638899683
1528,143937.349505714
1529,139343.7715099929
1530,205831.36014403467
1531,119248.97337628146
1532,108095.04783294542
1533,155563.49564040513
1534,123801.59351407217
1535,147819.42317836103
1536,113594.0298405092
1537,64336.18162290737
1538,141728.03031430123
1539,201720.13421349897
1540,86609.96021538753
1541,133546.39143489208
1542,134934.16908066292
1543,166733.16851937756
1544,92747.44125375753
1545,111213.09274081823
1546,140719.99406116892
1547,131628.86822862327
1548,130519.04417321413
1549,118637.86252835557
1550,128025.39452677511
1551,120379.39635289132
1552,135203.66730288122
1553,136361.20160317025
1554,120062.2094488703
1555,153983.47329032441
1556,85081.57339476724
1557,87805.33191559844
1558,99923.44922102227
1559,78305.6337135333
1560,139817.44602264065
1561,117155.28271373855
1562,135694.97491041766
1563,120212.12664981824
1564,152323.13308943924
1565,141775.87343218763
1566,227472.99416435589
1567,78732.89473146111
1568,224709.27220565855
1569,118330.06118756451
1570,155038.5580341411
1571,122198.54411251623
1572,137911.98467852647
1573,229489.50437807414
1574,120654.02082479052
1575,227807.33815462203
1576,257207.59142008875
1577,184441.6068070991
1578,133581.8161082849
1579,135417.0467536376
1580,194019.26252301648
1581,161532.39477771142
1582,127436.78367990964
1583,296669.7734781805
1584,221168.59057357287
1585,143137.27799918316
1586,70826.61276220888
1587,101535.83163533517
1588,145495.15531947164
1589,91338.3407436299
1590,137163.3342192487
1591,91318.64820829772
1592,113104.58515392695
1593,138196.6981624356
1594,124044.51274605717
1595,106472.27512513041
1596,197580.3921477472
1597,164638.50597313896
1598,201708.09106380923
1599,182973.29246730052
1600,179546.9601799891
1601,71176.02676026442
1602,113735.26257022876
1603,83811.27142045797
1604,258228.9892134627
1605,254402.21931287242
1606,164273.73090265127
1607,176181.04637889867
1608,231262.9606188189
1609,180715.7516036822
1610,149378.40523750478
1611,137920.2617822577
1612,168355.98559168066
1613,165218.66418287109
1614,139616.51425746045
1615,100414.56770743342
1616,82669.37512468672
1617,97540.01534742146
1618,122589.80957962305
1619,145318.49634113236
1620,166427.15414124972
1621,131890.56792135673
1622,146631.71693070125
1623,281790.4830605837
1624,209737.06109386156
1625,110968.36760277583
1626,169523.20783735893
1627,185631.54682427525
1628,286128.5411747437
1629,184625.00142714498
1630,309825.32871428225
1631,210464.44851296386
1632,216525.68349208444
1633,186598.30044239765
1634,191439.2854183997
1635,185765.82198329706
1636,162627.21312648192
1637,193968.3618888372
1638,191440.1952526284
1639,180876.5989259728
1640,258723.08957193614
1641,182227.07339730693
1642,246215.76473033658
1643,225040.78395644823
1644,240714.58742382508
1645,223925.42534582157
1646,165953.48950253238
1647,159576.34933636326
1648,127078.64726378673
1649,142629.3908516029
1650,109142.03584776679
1651,121840.16807625462
1652,109177.43821393016
1653,113016.47522953212
1654,147633.97578463258
1655,147464.59628091578
1656,144642.49038857874
1657,148412.5274116182
1658,149543.4855151532
1659,121380.98433644009
1660,151085.31998347203
1661,422192.9749601154
1662,359071.4720332968
1663,352815.22634918225
1664,479841.8424668513
1665,290262.1662497974
1666,301970.2286765449
1667,355278.61893126596
1668,329808.27178807365
1669,299864.58145831025
1670,329560.67346806667
1671,247374.52112578595
1672,396582.2553635843
1673,284239.7102254505
1674,237950.43763009997
1675,182644.04393661662
1676,189092.58147392384
1677,200390.29342627167
1678,420666.01954962313
1679,355471.06426293217
1680,290864.31985689397
1681,229114.04288913627
1682,297173.2572224466
1683,178651.7993177331
1684,194147.1168420049
1685,184579.5468791163
1686,181330.2539999147
1687,185747.82199829773
1688,197302.92048149637
1689,202967.371640351
1690,212595.42349244328
1691,202713.84884660502
1692,275620.4107405241
1693,185153.13684307
1694,187115.77658082178
1695,172434.97463430752
1696,273574.5869763712
1697,175531.10794293313
1698,325820.5906309502
1699,318243.7579473629
1700,243209.88685930055
1701,263310.34782701323
1702,237990.72404078153
1703,250988.74082604292
1704,276971.3199914147
1705,250339.04395324932
1706,381874.313736023
1707,201069.23584909702
1708,196835.3868749108
1709,267736.64840200817
1710,228265.5566888466
1711,280552.0357868281
1712,255081.4610579686
1713,265562.0947606531
1714,219714.0461329675
1715,207011.97848855297
1716,181247.63947491505
1717,189565.22596654788
1718,133693.8110065689
1719,205530.63805600823
1720,248445.7039630836
1721,172909.02981228818
1722,126829.61066930566
1723,162410.9164145266
1724,202568.40790927794
1725,239260.13999921456
1726,198203.69645830628
1727,147633.8250638665
1728,190769.30833898703
1729,160287.2514993867
1730,159136.93466350422
1731,127411.20360452122
1732,131570.45564581637
1733,108827.81841363943
1734,118239.01801668831
1735,142041.84381793803
1736,116730.3750443318
1737,295064.1968239948
1738,238547.48082767267
1739,248974.7338368637
1740,202334.34986983426
1741,184470.96217533515
1742,164406.11730931132
1743,180010.80755135554
1744,315682.8271139716
1745,197477.21342095517
1746,204905.15114988846
1747,220478.531562236
1748,231073.72066937512
1749,151966.42870151292
1750,124417.26781161303
1751,267662.1885657841
1752,115694.85992028221
1753,143573.3256457734
1754,194329.37304568198
1755,163484.40655276628
1756,130719.46835807488
1757,118946.90744797258
1758,145198.37983278098
1759,163927.6721146047
1760,167628.12390818106
1761,136557.34434189377
1762,173168.91908842514
1763,183139.70190524877
1764,113247.09146939944
1765,161335.93625530752
1766,188968.52864335218
1767,223849.54190087842
1768,136952.63113215225
1769,173183.15533683458
1770,159448.92909580338
1771,110097.02068346324
1772,133308.23295218125
1773,126299.56584591402
1774,143988.94453701618
1775,141565.2970119041
1776,130725.73345902946
